               Entry              Nevents                           Time                    Temperature                         Energy                 CO*                   O*                   CO                  CO2
                 518               634920         2.5850000000000000E+02         3.2000000000000000E+02        -1.6223893499998233E+03                 908                   10                -1474                  566
                 519               636634         2.5900000000000000E+02         3.2000000000000000E+02        -1.6227790999998190E+03                 908                   10                -1474                  566
                 520               638278         2.5950000000000000E+02         3.2000000000000000E+02        -1.6211027999998205E+03                 907                   10                -1473                  566
                 521               639902         2.6000000000000000E+02         3.2000000000000000E+02        -1.6197237499998193E+03                 907                   10                -1473                  566
                 522               641507         2.6050000000000000E+02         3.2000000000000000E+02        -1.6205722499998260E+03                 906                   10                -1472                  566
                 523               643220         2.6100000000000000E+02         3.2000000000000000E+02        -1.6223872999998291E+03                 908                   10                -1474                  566
                 524               644888         2.6150000000000000E+02         3.2000000000000000E+02        -1.6265638499998213E+03                 911                   10                -1477                  566
                 525               646513         2.6200000000000000E+02         3.2000000000000000E+02        -1.6261827499998274E+03                 912                    9                -1479                  567
                 526               648203         2.6250000000000000E+02         3.2000000000000000E+02        -1.6273279999998242E+03                 913                    9                -1480                  567
                 527               649862         2.6300000000000000E+02         3.2000000000000000E+02        -1.6317758999998155E+03                 917                    9                -1484                  567
                 528               651557         2.6350000000000000E+02         3.2000000000000000E+02        -1.6340606999998229E+03                 919                    8                -1487                  568
                 529               653306         2.6400000000000000E+02         3.2000000000000000E+02        -1.6333544999998219E+03                 919                    8                -1487                  568
                 530               655069         2.6450000000000000E+02         3.2000000000000000E+02        -1.6310289999998229E+03                 917                    8                -1485                  568
                 531               656734         2.6500000000000000E+02         3.2000000000000000E+02        -1.6267346499998155E+03                 914                    7                -1483                  569
                 532               658444         2.6550000000000000E+02         3.2000000000000000E+02        -1.6260011999998242E+03                 913                    6                -1483                  570
                 533               660044         2.6600000000000000E+02         3.2000000000000000E+02        -1.6301400499998228E+03                 916                    6                -1486                  570
                 534               661729         2.6650000000000000E+02         3.2000000000000000E+02        -1.6315869999998217E+03                 917                    6                -1487                  570
                 535               663480         2.6700000000000000E+02         3.2000000000000000E+02        -1.6307663499998168E+03                 917                    6                -1487                  570
                 536               665084         2.6750000000000000E+02         3.2000000000000000E+02        -1.6325685499998212E+03                 919                    5                -1490                  571
                 537               666736         2.6800000000000000E+02         3.2000000000000000E+02        -1.6325099999998147E+03                 919                    5                -1490                  571
                 538               668447         2.6850000000000000E+02         3.2000000000000000E+02        -1.6350614499998128E+03                 921                    5                -1492                  571
                 539               670214         2.6900000000000000E+02         3.2000000000000000E+02        -1.6363649499998207E+03                 922                    5                -1493                  571
                 540               672003         2.6950000000000000E+02         3.2000000000000000E+02        -1.6373073999998203E+03                 922                    5                -1493                  571
                 541               673756         2.7000000000000000E+02         3.2000000000000000E+02        -1.6369234499998179E+03                 922                    5                -1493                  571
                 542               675473         2.7050000000000000E+02         3.2000000000000000E+02        -1.6415501999998237E+03                 926                    5                -1497                  571
                 543               677234         2.7100000000000000E+02         3.2000000000000000E+02        -1.6412770499998176E+03                 926                    4                -1498                  572
                 544               678928         2.7150000000000000E+02         3.2000000000000000E+02        -1.6403226499998257E+03                 926                    4                -1498                  572
                 545               680671         2.7200000000000000E+02         3.2000000000000000E+02        -1.6440242499998196E+03                 929                    4                -1501                  572
                 546               682427         2.7250000000000000E+02         3.2000000000000000E+02        -1.6473059999998184E+03                 932                    4                -1504                  572
                 547               684163         2.7300000000000000E+02         3.2000000000000000E+02        -1.6483517999998201E+03                 933                    4                -1505                  572
                 548               685917         2.7350000000000000E+02         3.2000000000000000E+02        -1.6495088999998188E+03                 934                    4                -1506                  572
                 549               687811         2.7400000000000000E+02         3.2000000000000000E+02        -1.6516949499998211E+03                 936                    4                -1508                  572
                 550               689687         2.7450000000000000E+02         3.2000000000000000E+02        -1.6537678499998249E+03                 937                    4                -1509                  572
                 551               691533         2.7500000000000000E+02         3.2000000000000000E+02        -1.6537388499998215E+03                 938                    3                -1511                  573
                 552               693407         2.7550000000000000E+02         3.2000000000000000E+02        -1.6567568499998260E+03                 940                    3                -1513                  573
                 553               695170         2.7600000000000000E+02         3.2000000000000000E+02        -1.6541939999998190E+03                 939                    3                -1512                  573
                 554               697017         2.7650000000000000E+02         3.2000000000000000E+02        -1.6558212999998223E+03                 939                    3                -1512                  573
                 555               698819         2.7700000000000000E+02         3.2000000000000000E+02        -1.6550967999998168E+03                 939                    2                -1513                  574
                 556               700598         2.7750000000000000E+02         3.2000000000000000E+02        -1.6561281999998230E+03                 940                    2                -1514                  574
                 557               702482         2.7800000000000000E+02         3.2000000000000000E+02        -1.6527196499998190E+03                 937                    2                -1511                  574
                 558               704292         2.7850000000000000E+02         3.2000000000000000E+02        -1.6523103499998172E+03                 937                    1                -1512                  575
                 559               706051         2.7900000000000000E+02         3.2000000000000000E+02        -1.6508879999998157E+03                 935                    1                -1510                  575
                 560               707733         2.7950000000000000E+02         3.2000000000000000E+02        -1.6517230999998205E+03                 936                    1                -1511                  575
                 561               709451         2.8000000000000000E+02         3.2000000000000000E+02        -1.6498194499998203E+03                 934                    1                -1509                  575
                 562               711211         2.8050000000000000E+02         3.2000000000000000E+02        -1.6496158499998173E+03                 935                    0                -1511                  576
                 563               713037         2.8100000000000000E+02         3.2000000000000000E+02        -1.6487253999998200E+03                 934                    0                -1510                  576
                 564               714682         2.8150000000000000E+02         3.2000000000000000E+02        -1.6512870499998198E+03                 936                    0                -1512                  576
                 565               716560         2.8200000000000000E+02         3.2000000000000000E+02        -1.6496611999998231E+03                 935                    0                -1511                  576
                 566               718347         2.8250000000000000E+02         3.2000000000000000E+02        -1.6472536999998210E+03                 933                    0                -1509                  576
                 567               720076         2.8300000000000000E+02         3.2000000000000000E+02        -1.6480555999998196E+03                 934                    0                -1510                  576
                 568               721760         2.8350000000000000E+02         3.2000000000000000E+02        -1.6544249999998237E+03                 939                    0                -1515                  576
                 569               723478         2.8400000000000000E+02         3.2000000000000000E+02        -1.6544513499998211E+03                 939                    0                -1515                  576
                 570               725302         2.8450000000000000E+02         3.2000000000000000E+02        -1.6579614999998200E+03                 943                    0                -1519                  576
                 571               727135         2.8500000000000000E+02         3.2000000000000000E+02        -1.6605261999998238E+03                 944                    0                -1520                  576
                 572               728887         2.8550000000000000E+02         3.2000000000000000E+02        -1.6561592999998193E+03                 941                    0                -1517                  576
                 573               730760         2.8600000000000000E+02         3.2000000000000000E+02        -1.6557701499998170E+03                 940                    0                -1516                  576
                 574               732517         2.8650000000000000E+02         3.2000000000000000E+02        -1.6541075499998183E+03                 940                    0                -1516                  576
                 575               734421         2.8700000000000000E+02         3.2000000000000000E+02        -1.6561784499998244E+03                 941                    0                -1517                  576
                 576               736209         2.8750000000000000E+02         3.2000000000000000E+02        -1.6578278999998211E+03                 943                    0                -1519                  576
                 577               738068         2.8800000000000000E+02         3.2000000000000000E+02        -1.6605237499998286E+03                 945                    0                -1521                  576
                 578               739875         2.8850000000000000E+02         3.2000000000000000E+02        -1.6585241499998265E+03                 942                    0                -1518                  576
                 579               741732         2.8900000000000000E+02         3.2000000000000000E+02        -1.6605125499998242E+03                 944                    0                -1520                  576
                 580               743492         2.8950000000000000E+02         3.2000000000000000E+02        -1.6586479999998196E+03                 942                    0                -1518                  576
                 581               745281         2.9000000000000000E+02         3.2000000000000000E+02        -1.6554020499998192E+03                 939                    0                -1515                  576
                 582               747056         2.9050000000000000E+02         3.2000000000000000E+02        -1.6544422999998146E+03                 939                    0                -1515                  576
                 583               748796         2.9100000000000000E+02         3.2000000000000000E+02        -1.6535777499998180E+03                 938                    0                -1514                  576
                 584               750614         2.9150000000000000E+02         3.2000000000000000E+02        -1.6519977499998167E+03                 937                    0                -1513                  576
                 585               752293         2.9200000000000000E+02         3.2000000000000000E+02        -1.6517349999998178E+03                 936                    0                -1512                  576
                 586               754075         2.9250000000000000E+02         3.2000000000000000E+02        -1.6553442499998182E+03                 939                    0                -1515                  576
                 587               755929         2.9300000000000000E+02         3.2000000000000000E+02        -1.6549237499998162E+03                 939                    0                -1515                  576
                 588               757748         2.9350000000000000E+02         3.2000000000000000E+02        -1.6542934499998162E+03                 939                    0                -1515                  576
                 589               759529         2.9400000000000000E+02         3.2000000000000000E+02        -1.6577507499998171E+03                 942                    0                -1518                  576
                 590               761391         2.9450000000000000E+02         3.2000000000000000E+02        -1.6566008999998242E+03                 941                    0                -1517                  576
                 591               763301         2.9500000000000000E+02         3.2000000000000000E+02        -1.6573813999998245E+03                 942                    0                -1518                  576
                 592               765073         2.9550000000000000E+02         3.2000000000000000E+02        -1.6615723499998187E+03                 945                    0                -1521                  576
                 593               767036         2.9600000000000000E+02         3.2000000000000000E+02        -1.6637239499998184E+03                 947                    0                -1523                  576
                 594               768904         2.9650000000000000E+02         3.2000000000000000E+02        -1.6656805499998254E+03                 948                    0                -1524                  576
                 595               770663         2.9700000000000000E+02         3.2000000000000000E+02        -1.6639735499998271E+03                 946                    0                -1522                  576
                 596               772572         2.9750000000000000E+02         3.2000000000000000E+02        -1.6664527999998184E+03                 949                    0                -1525                  576
                 597               774492         2.9800000000000000E+02         3.2000000000000000E+02        -1.6650133999998261E+03                 948                    0                -1524                  576
                 598               776355         2.9850000000000000E+02         3.2000000000000000E+02        -1.6623031499998192E+03                 946                    0                -1522                  576
                 599               778130         2.9900000000000000E+02         3.2000000000000000E+02        -1.6566888499998195E+03                 941                    0                -1517                  576
                 600               779874         2.9950000000000000E+02         3.2000000000000000E+02        -1.6536839499998150E+03                 938                    0                -1514                  576
                 601               781609         3.0000000000000000E+02         3.2000000000000000E+02        -1.6535240499998222E+03                 938                    0                -1514                  576
                 602               783380         3.0050000000000000E+02         3.2000000000000000E+02        -1.6558339499998119E+03                 940                    0                -1516                  576
                 603               785022         3.0100000000000000E+02         3.2000000000000000E+02        -1.6556849499998204E+03                 939                    0                -1515                  576
                 604               786751         3.0150000000000000E+02         3.2000000000000000E+02        -1.6533654999998223E+03                 939                    0                -1515                  576
                 605               788526         3.0200000000000000E+02         3.2000000000000000E+02        -1.6551683499998182E+03                 939                    0                -1515                  576
                 606               790285         3.0250000000000000E+02         3.2000000000000000E+02        -1.6568403499998212E+03                 940                    0                -1516                  576
                 607               792099         3.0300000000000000E+02         3.2000000000000000E+02        -1.6586823999998194E+03                 942                    0                -1518                  576
                 608               793899         3.0350000000000000E+02         3.2000000000000000E+02        -1.6583474499998204E+03                 941                    0                -1517                  576
                 609               795729         3.0400000000000000E+02         3.2000000000000000E+02        -1.6605154499998189E+03                 945                    0                -1521                  576
                 610               797565         3.0450000000000000E+02         3.2000000000000000E+02        -1.6617979999998245E+03                 944                    0                -1520                  576
                 611               799337         3.0500000000000000E+02         3.2000000000000000E+02        -1.6568420499998153E+03                 941                    0                -1517                  576
                 612               801182         3.0550000000000000E+02         3.2000000000000000E+02        -1.6583140999998177E+03                 942                    0                -1518                  576
                 613               802995         3.0600000000000000E+02         3.2000000000000000E+02        -1.6535053999998213E+03                 938                    0                -1514                  576
                 614               804801         3.0650000000000000E+02         3.2000000000000000E+02        -1.6593346999998200E+03                 943                    0                -1519                  576
                 615               806709         3.0700000000000000E+02         3.2000000000000000E+02        -1.6592356499998198E+03                 943                    0                -1519                  576
                 616               808518         3.0750000000000000E+02         3.2000000000000000E+02        -1.6605652999998197E+03                 945                    0                -1521                  576
                 617               810363         3.0800000000000000E+02         3.2000000000000000E+02        -1.6615214499998206E+03                 945                    0                -1521                  576
                 618               812277         3.0850000000000000E+02         3.2000000000000000E+02        -1.6622588999998154E+03                 947                    0                -1523                  576
                 619               814128         3.0900000000000000E+02         3.2000000000000000E+02        -1.6640283499998204E+03                 947                    0                -1523                  576
                 620               815980         3.0950000000000000E+02         3.2000000000000000E+02        -1.6632816999998199E+03                 946                    0                -1522                  576
                 621               817785         3.1000000000000000E+02         3.2000000000000000E+02        -1.6631823999998196E+03                 946                    0                -1522                  576
                 622               819680         3.1050000000000000E+02         3.2000000000000000E+02        -1.6650635999998203E+03                 947                    0                -1523                  576
                 623               821595         3.1100000000000000E+02         3.2000000000000000E+02        -1.6625949999998181E+03                 946                    0                -1522                  576
                 624               823340         3.1150000000000000E+02         3.2000000000000000E+02        -1.6659095999998210E+03                 948                    0                -1524                  576
                 625               825128         3.1200000000000000E+02         3.2000000000000000E+02        -1.6667324999998164E+03                 950                    0                -1526                  576
                 626               827073         3.1250000000000000E+02         3.2000000000000000E+02        -1.6619488499998138E+03                 946                    0                -1522                  576
                 627               828917         3.1300000000000000E+02         3.2000000000000000E+02        -1.6590498499998166E+03                 943                    0                -1519                  576
                 628               830801         3.1350000000000000E+02         3.2000000000000000E+02        -1.6603499999998162E+03                 944                    0                -1520                  576
                 629               832562         3.1400000000000000E+02         3.2000000000000000E+02        -1.6629940499998279E+03                 946                    0                -1522                  576
                 630               834403         3.1450000000000000E+02         3.2000000000000000E+02        -1.6649358499998179E+03                 948                    0                -1524                  576
                 631               836208         3.1500000000000000E+02         3.2000000000000000E+02        -1.6677182999998190E+03                 951                    0                -1527                  576
                 632               838055         3.1550000000000000E+02         3.2000000000000000E+02        -1.6651946999998183E+03                 948                    0                -1524                  576
                 633               839882         3.1600000000000000E+02         3.2000000000000000E+02        -1.6662667499998195E+03                 949                    0                -1525                  576
                 634               841768         3.1650000000000000E+02         3.2000000000000000E+02        -1.6758121999998161E+03                 956                    0                -1532                  576
                 635               843667         3.1700000000000000E+02         3.2000000000000000E+02        -1.6750992499998210E+03                 956                    0                -1532                  576
                 636               845580         3.1750000000000000E+02         3.2000000000000000E+02        -1.6734729499998164E+03                 955                    0                -1531                  576
                 637               847546         3.1800000000000000E+02         3.2000000000000000E+02        -1.6745090999998181E+03                 956                    0                -1532                  576
                 638               849395         3.1850000000000000E+02         3.2000000000000000E+02        -1.6726345999998198E+03                 954                    0                -1530                  576
                 639               851388         3.1900000000000000E+02         3.2000000000000000E+02        -1.6694475999998183E+03                 952                    0                -1528                  576
                 640               853247         3.1950000000000000E+02         3.2000000000000000E+02        -1.6647644999998183E+03                 948                    0                -1524                  576
                 641               855166         3.2000000000000000E+02         3.2000000000000000E+02        -1.6633177999998252E+03                 947                    0                -1523                  576
                 642               856985         3.2050000000000000E+02         3.2000000000000000E+02        -1.6588427999998175E+03                 943                    0                -1519                  576
                 643               858879         3.2100000000000000E+02         3.2000000000000000E+02        -1.6597129999998153E+03                 945                    0                -1521                  576
                 644               860755         3.2150000000000000E+02         3.2000000000000000E+02        -1.6577099999998165E+03                 942                    0                -1518                  576
                 645               862567         3.2200000000000000E+02         3.2000000000000000E+02        -1.6582500999998249E+03                 942                    0                -1518                  576
                 646               864368         3.2250000000000000E+02         3.2000000000000000E+02        -1.6554008499998217E+03                 939                    0                -1515                  576
                 647               866179         3.2300000000000000E+02         3.2000000000000000E+02        -1.6529100999998204E+03                 938                    0                -1514                  576
                 648               867989         3.2350000000000000E+02         3.2000000000000000E+02        -1.6542907499998282E+03                 938                    0                -1514                  576
                 649               869931         3.2400000000000000E+02         3.2000000000000000E+02        -1.6550429999998200E+03                 940                    0                -1516                  576
                 650               871751         3.2450000000000000E+02         3.2000000000000000E+02        -1.6588969499998202E+03                 943                    0                -1519                  576
                 651               873516         3.2500000000000000E+02         3.2000000000000000E+02        -1.6621963999998184E+03                 945                    0                -1521                  576
                 652               875324         3.2550000000000000E+02         3.2000000000000000E+02        -1.6670539999998191E+03                 949                    0                -1525                  576
                 653               877072         3.2600000000000000E+02         3.2000000000000000E+02        -1.6614743499998199E+03                 945                    0                -1521                  576
                 654               878910         3.2650000000000000E+02         3.2000000000000000E+02        -1.6587487499998194E+03                 943                    0                -1519                  576
                 655               880653         3.2700000000000000E+02         3.2000000000000000E+02        -1.6573504499998139E+03                 942                    0                -1518                  576
                 656               882490         3.2750000000000000E+02         3.2000000000000000E+02        -1.6563835999998150E+03                 942                    0                -1518                  576
                 657               884339         3.2800000000000000E+02         3.2000000000000000E+02        -1.6561423499998241E+03                 941                    0                -1517                  576
                 658               886141         3.2850000000000000E+02         3.2000000000000000E+02        -1.6554410499998201E+03                 941                    0                -1517                  576
                 659               888013         3.2900000000000000E+02         3.2000000000000000E+02        -1.6575737999998285E+03                 941                    0                -1517                  576
                 660               889826         3.2950000000000000E+02         3.2000000000000000E+02        -1.6590232499998206E+03                 942                    0                -1518                  576
                 661               891652         3.3000000000000000E+02         3.2000000000000000E+02        -1.6605107999998188E+03                 944                    0                -1520                  576
                 662               893464         3.3050000000000000E+02         3.2000000000000000E+02        -1.6618770499998229E+03                 946                    0                -1522                  576
                 663               895311         3.3100000000000000E+02         3.2000000000000000E+02        -1.6583553499998150E+03                 943                    0                -1519                  576
                 664               897207         3.3150000000000000E+02         3.2000000000000000E+02        -1.6545535999998181E+03                 940                    0                -1516                  576
                 665               899107         3.3200000000000000E+02         3.2000000000000000E+02        -1.6597794499998242E+03                 944                    0                -1520                  576
                 666               900971         3.3250000000000000E+02         3.2000000000000000E+02        -1.6609502999998224E+03                 944                    0                -1520                  576
                 667               902717         3.3300000000000000E+02         3.2000000000000000E+02        -1.6615778499998203E+03                 945                    0                -1521                  576
                 668               904445         3.3350000000000000E+02         3.2000000000000000E+02        -1.6610909499998179E+03                 945                    0                -1521                  576
                 669               906244         3.3400000000000000E+02         3.2000000000000000E+02        -1.6631330999998224E+03                 946                    0                -1522                  576
                 670               908011         3.3450000000000000E+02         3.2000000000000000E+02        -1.6642380999998209E+03                 947                    0                -1523                  576
                 671               909826         3.3500000000000000E+02         3.2000000000000000E+02        -1.6657857499998206E+03                 948                    0                -1524                  576
                 672               911793         3.3550000000000000E+02         3.2000000000000000E+02        -1.6599381499998151E+03                 944                    0                -1520                  576
                 673               913568         3.3600000000000000E+02         3.2000000000000000E+02        -1.6608389999998233E+03                 945                    0                -1521                  576
                 674               915355         3.3650000000000000E+02         3.2000000000000000E+02        -1.6576617999998209E+03                 942                    0                -1518                  576
                 675               917186         3.3700000000000000E+02         3.2000000000000000E+02        -1.6563352999998194E+03                 941                    0                -1517                  576
                 676               918948         3.3750000000000000E+02         3.2000000000000000E+02        -1.6543630499998167E+03                 939                    0                -1515                  576
                 677               920644         3.3800000000000000E+02         3.2000000000000000E+02        -1.6512638999998162E+03                 937                    0                -1513                  576
                 678               922374         3.3850000000000000E+02         3.2000000000000000E+02        -1.6459855499998100E+03                 933                    0                -1509                  576
                 679               924118         3.3900000000000000E+02         3.2000000000000000E+02        -1.6450149499998188E+03                 931                    0                -1507                  576
                 680               925862         3.3950000000000000E+02         3.2000000000000000E+02        -1.6494846999998160E+03                 936                    0                -1512                  576
                 681               927635         3.4000000000000000E+02         3.2000000000000000E+02        -1.6513943999998219E+03                 937                    0                -1513                  576
                 682               929489         3.4050000000000000E+02         3.2000000000000000E+02        -1.6533651499998241E+03                 939                    0                -1515                  576
                 683               931360         3.4100000000000000E+02         3.2000000000000000E+02        -1.6534916999998236E+03                 939                    0                -1515                  576
                 684               933215         3.4150000000000000E+02         3.2000000000000000E+02        -1.6488980499998215E+03                 935                    0                -1511                  576
                 685               935022         3.4200000000000000E+02         3.2000000000000000E+02        -1.6496635999998173E+03                 935                    0                -1511                  576
                 686               936868         3.4250000000000000E+02         3.2000000000000000E+02        -1.6530583999998187E+03                 938                    0                -1514                  576
                 687               938686         3.4300000000000000E+02         3.2000000000000000E+02        -1.6550489999998276E+03                 939                    0                -1515                  576
                 688               940523         3.4350000000000000E+02         3.2000000000000000E+02        -1.6583343999998217E+03                 942                    0                -1518                  576
                 689               942260         3.4400000000000000E+02         3.2000000000000000E+02        -1.6605512999998182E+03                 944                    0                -1520                  576
                 690               944169         3.4450000000000000E+02         3.2000000000000000E+02        -1.6588233499998155E+03                 943                    0                -1519                  576
                 691               946000         3.4500000000000000E+02         3.2000000000000000E+02        -1.6605461499998228E+03                 945                    0                -1521                  576
                 692               947831         3.4550000000000000E+02         3.2000000000000000E+02        -1.6641942999998214E+03                 948                    0                -1524                  576
                 693               949644         3.4600000000000000E+02         3.2000000000000000E+02        -1.6639689999998204E+03                 948                    0                -1524                  576
                 694               951538         3.4650000000000000E+02         3.2000000000000000E+02        -1.6634184499998180E+03                 947                    0                -1523                  576
                 695               953434         3.4700000000000000E+02         3.2000000000000000E+02        -1.6687913499998190E+03                 952                    0                -1528                  576
                 696               955321         3.4750000000000000E+02         3.2000000000000000E+02        -1.6699861999998182E+03                 953                    0                -1529                  576
                 697               957118         3.4800000000000000E+02         3.2000000000000000E+02        -1.6701307499998190E+03                 953                    0                -1529                  576
                 698               959003         3.4850000000000000E+02         3.2000000000000000E+02        -1.6702844499998203E+03                 953                    0                -1529                  576
                 699               960829         3.4900000000000000E+02         3.2000000000000000E+02        -1.6672598499998187E+03                 950                    0                -1526                  576
                 700               962689         3.4950000000000000E+02         3.2000000000000000E+02        -1.6616937999998283E+03                 946                    0                -1522                  576
                 701               964522         3.5000000000000000E+02         3.2000000000000000E+02        -1.6572316999998220E+03                 942                    0                -1518                  576
                 702               966328         3.5050000000000000E+02         3.2000000000000000E+02        -1.6592704999998211E+03                 943                    0                -1519                  576
                 703               968124         3.5100000000000000E+02         3.2000000000000000E+02        -1.6543380999998149E+03                 941                    0                -1517                  576
                 704               969956         3.5150000000000000E+02         3.2000000000000000E+02        -1.6525261999998143E+03                 938                    0                -1514                  576
                 705               971787         3.5200000000000000E+02         3.2000000000000000E+02        -1.6516085499998189E+03                 937                    0                -1513                  576
                 706               973644         3.5250000000000000E+02         3.2000000000000000E+02        -1.6504042499998268E+03                 935                    0                -1511                  576
                 707               975455         3.5300000000000000E+02         3.2000000000000000E+02        -1.6533587999998215E+03                 939                    0                -1515                  576
                 708               977251         3.5350000000000000E+02         3.2000000000000000E+02        -1.6527002999998183E+03                 938                    0                -1514                  576
                 709               979050         3.5400000000000000E+02         3.2000000000000000E+02        -1.6534739499998216E+03                 938                    0                -1514                  576
                 710               980928         3.5450000000000000E+02         3.2000000000000000E+02        -1.6554507499998228E+03                 941                    0                -1517                  576
                 711               982775         3.5500000000000000E+02         3.2000000000000000E+02        -1.6601743999998232E+03                 944                    0                -1520                  576
                 712               984664         3.5550000000000000E+02         3.2000000000000000E+02        -1.6622440499998233E+03                 946                    0                -1522                  576
                 713               986483         3.5600000000000000E+02         3.2000000000000000E+02        -1.6636517499998163E+03                 948                    0                -1524                  576
                 714               988447         3.5650000000000000E+02         3.2000000000000000E+02        -1.6675083999998199E+03                 951                    0                -1527                  576
                 715               990316         3.5700000000000000E+02         3.2000000000000000E+02        -1.6688259499998189E+03                 952                    0                -1528                  576
                 716               992115         3.5750000000000000E+02         3.2000000000000000E+02        -1.6692817999998231E+03                 952                    0                -1528                  576
                 717               993933         3.5800000000000000E+02         3.2000000000000000E+02        -1.6692842499998203E+03                 952                    0                -1528                  576
                 718               995762         3.5850000000000000E+02         3.2000000000000000E+02        -1.6692869499998212E+03                 951                    0                -1527                  576
                 719               997634         3.5900000000000000E+02         3.2000000000000000E+02        -1.6707693499998179E+03                 953                    0                -1529                  576
                 720               999469         3.5950000000000000E+02         3.2000000000000000E+02        -1.6690709499998286E+03                 952                    0                -1528                  576
                 721              1001386         3.6000000000000000E+02         3.2000000000000000E+02        -1.6725051999998195E+03                 954                    0                -1530                  576
                 722              1003313         3.6050000000000000E+02         3.2000000000000000E+02        -1.6736980499998181E+03                 956                    0                -1532                  576
                 723              1005154         3.6100000000000000E+02         3.2000000000000000E+02        -1.6781607499998172E+03                 959                    0                -1535                  576
                 724              1007039         3.6150000000000000E+02         3.2000000000000000E+02        -1.6776548499998153E+03                 958                    0                -1534                  576
