               Entry              Nevents                           Time                    Temperature                         Energy                 CO*                   O*                   CO                  CO2
                 755               835046         4.5240000000000000E+04         1.9000000000000000E+02        -2.2444385000005750E+03                1463                   62                -1977                  514
                 756               836175         4.5300000000000000E+04         1.9000000000000000E+02        -2.2452387000005847E+03                1464                   62                -1978                  514
                 757               837337         4.5360000000000000E+04         1.9000000000000000E+02        -2.2453316500005803E+03                1464                   62                -1978                  514
                 758               838502         4.5420000000000000E+04         1.9000000000000000E+02        -2.2454558500005810E+03                1464                   62                -1978                  514
                 759               839669         4.5480000000000000E+04         1.9000000000000000E+02        -2.2449696000005883E+03                1464                   62                -1978                  514
                 760               840905         4.5540000000000000E+04         1.9000000000000000E+02        -2.2451857000005780E+03                1464                   62                -1978                  514
                 761               842103         4.5600000000000000E+04         1.9000000000000000E+02        -2.2450714500005834E+03                1464                   62                -1978                  514
                 762               843374         4.5660000000000000E+04         1.9000000000000000E+02        -2.2459167000005918E+03                1465                   62                -1979                  514
                 763               844674         4.5720000000000000E+04         1.9000000000000000E+02        -2.2458658500005799E+03                1465                   62                -1979                  514
                 764               845891         4.5780000000000000E+04         1.9000000000000000E+02        -2.2460838500005812E+03                1465                   62                -1979                  514
                 765               847145         4.5840000000000000E+04         1.9000000000000000E+02        -2.2453267000005776E+03                1464                   62                -1978                  514
                 766               848400         4.5900000000000000E+04         1.9000000000000000E+02        -2.2452742500005706E+03                1464                   62                -1978                  514
                 767               849651         4.5960000000000000E+04         1.9000000000000000E+02        -2.2446293500005863E+03                1463                   62                -1977                  514
                 768               850806         4.6020000000000000E+04         1.9000000000000000E+02        -2.2453415000005816E+03                1464                   62                -1978                  514
                 769               852031         4.6080000000000000E+04         1.9000000000000000E+02        -2.2459464500005838E+03                1465                   62                -1979                  514
                 770               853246         4.6140000000000000E+04         1.9000000000000000E+02        -2.2460707500005842E+03                1465                   62                -1979                  514
                 771               854393         4.6200000000000000E+04         1.9000000000000000E+02        -2.2467976000005769E+03                1466                   62                -1980                  514
                 772               855564         4.6260000000000000E+04         1.9000000000000000E+02        -2.2468221000005856E+03                1466                   62                -1980                  514
                 773               856754         4.6320000000000000E+04         1.9000000000000000E+02        -2.2468593500005873E+03                1466                   62                -1980                  514
                 774               857859         4.6380000000000000E+04         1.9000000000000000E+02        -2.2468201500005785E+03                1466                   62                -1980                  514
                 775               859037         4.6440000000000000E+04         1.9000000000000000E+02        -2.2476327500005787E+03                1467                   62                -1981                  514
                 776               860220         4.6500000000000000E+04         1.9000000000000000E+02        -2.2470377000005783E+03                1466                   62                -1980                  514
                 777               861388         4.6560000000000000E+04         1.9000000000000000E+02        -2.2468408500005717E+03                1466                   62                -1980                  514
                 778               862520         4.6620000000000000E+04         1.9000000000000000E+02        -2.2456032500005736E+03                1465                   61                -1980                  515
                 779               863798         4.6680000000000000E+04         1.9000000000000000E+02        -2.2466424000005791E+03                1466                   61                -1981                  515
                 780               864955         4.6740000000000000E+04         1.9000000000000000E+02        -2.2476175500005793E+03                1467                   61                -1982                  515
                 781               866150         4.6800000000000000E+04         1.9000000000000000E+02        -2.2468216500005769E+03                1466                   61                -1981                  515
                 782               867368         4.6860000000000000E+04         1.9000000000000000E+02        -2.2469027500005741E+03                1466                   61                -1981                  515
                 783               868566         4.6920000000000000E+04         1.9000000000000000E+02        -2.2468842500005785E+03                1466                   61                -1981                  515
                 784               869772         4.6980000000000000E+04         1.9000000000000000E+02        -2.2462141000005790E+03                1465                   61                -1980                  515
                 785               870990         4.7040000000000000E+04         1.9000000000000000E+02        -2.2461455500005782E+03                1465                   61                -1980                  515
                 786               872211         4.7100000000000000E+04         1.9000000000000000E+02        -2.2462472000005837E+03                1465                   61                -1980                  515
                 787               873368         4.7160000000000000E+04         1.9000000000000000E+02        -2.2461323500005815E+03                1465                   61                -1980                  515
                 788               874526         4.7220000000000000E+04         1.9000000000000000E+02        -2.2458509000005829E+03                1465                   61                -1980                  515
                 789               875662         4.7280000000000000E+04         1.9000000000000000E+02        -2.2461523000005791E+03                1465                   61                -1980                  515
                 790               876879         4.7340000000000000E+04         1.9000000000000000E+02        -2.2463053000005693E+03                1465                   61                -1980                  515
                 791               877983         4.7400000000000000E+04         1.9000000000000000E+02        -2.2463781000005788E+03                1465                   61                -1980                  515
                 792               879230         4.7460000000000000E+04         1.9000000000000000E+02        -2.2471402500005684E+03                1466                   61                -1981                  515
                 793               880339         4.7520000000000000E+04         1.9000000000000000E+02        -2.2484133000005768E+03                1468                   60                -1984                  516
                 794               881560         4.7580000000000000E+04         1.9000000000000000E+02        -2.2487125000005772E+03                1468                   60                -1984                  516
                 795               882719         4.7640000000000000E+04         1.9000000000000000E+02        -2.2485160500005754E+03                1468                   60                -1984                  516
                 796               883874         4.7700000000000000E+04         1.9000000000000000E+02        -2.2486269000005823E+03                1468                   60                -1984                  516
                 797               884979         4.7760000000000000E+04         1.9000000000000000E+02        -2.2495140500005855E+03                1469                   60                -1985                  516
                 798               886132         4.7820000000000000E+04         1.9000000000000000E+02        -2.2493383000005811E+03                1469                   60                -1985                  516
                 799               887315         4.7880000000000000E+04         1.9000000000000000E+02        -2.2493835500005762E+03                1469                   60                -1985                  516
                 800               888467         4.7940000000000000E+04         1.9000000000000000E+02        -2.2494052500005837E+03                1469                   60                -1985                  516
                 801               889704         4.8000000000000000E+04         1.9000000000000000E+02        -2.2495046500005815E+03                1469                   60                -1985                  516
                 802               890908         4.8060000000000000E+04         1.9000000000000000E+02        -2.2486555500005807E+03                1468                   60                -1984                  516
                 803               892102         4.8120000000000000E+04         1.9000000000000000E+02        -2.2479703500005735E+03                1467                   60                -1983                  516
                 804               893273         4.8180000000000000E+04         1.9000000000000000E+02        -2.2473218500005805E+03                1466                   60                -1982                  516
                 805               894401         4.8240000000000000E+04         1.9000000000000000E+02        -2.2479709000005791E+03                1467                   60                -1983                  516
                 806               895530         4.8300000000000000E+04         1.9000000000000000E+02        -2.2479993500005771E+03                1467                   60                -1983                  516
                 807               896760         4.8360000000000000E+04         1.9000000000000000E+02        -2.2472583500005744E+03                1466                   60                -1982                  516
                 808               898111         4.8420000000000000E+04         1.9000000000000000E+02        -2.2471394500005872E+03                1466                   60                -1982                  516
                 809               899316         4.8480000000000000E+04         1.9000000000000000E+02        -2.2471502500005804E+03                1466                   60                -1982                  516
                 810               900528         4.8540000000000000E+04         1.9000000000000000E+02        -2.2471172000005799E+03                1466                   60                -1982                  516
                 811               901760         4.8600000000000000E+04         1.9000000000000000E+02        -2.2472027500005811E+03                1466                   60                -1982                  516
                 812               903055         4.8660000000000000E+04         1.9000000000000000E+02        -2.2471223500005703E+03                1466                   60                -1982                  516
                 813               904247         4.8720000000000000E+04         1.9000000000000000E+02        -2.2473314500005813E+03                1466                   60                -1982                  516
                 814               905448         4.8780000000000000E+04         1.9000000000000000E+02        -2.2458795000005757E+03                1465                   59                -1982                  517
                 815               906668         4.8840000000000000E+04         1.9000000000000000E+02        -2.2468983500005716E+03                1466                   59                -1983                  517
                 816               907892         4.8900000000000000E+04         1.9000000000000000E+02        -2.2469879500005768E+03                1466                   59                -1983                  517
                 817               909049         4.8960000000000000E+04         1.9000000000000000E+02        -2.2468173500005782E+03                1466                   59                -1983                  517
                 818               910248         4.9020000000000000E+04         1.9000000000000000E+02        -2.2467935500005779E+03                1466                   59                -1983                  517
                 819               911434         4.9080000000000000E+04         1.9000000000000000E+02        -2.2472036000005814E+03                1467                   58                -1985                  518
                 820               912646         4.9140000000000000E+04         1.9000000000000000E+02        -2.2481797000005859E+03                1468                   58                -1986                  518
                 821               913782         4.9200000000000000E+04         1.9000000000000000E+02        -2.2475215500005843E+03                1467                   58                -1985                  518
                 822               914991         4.9260000000000000E+04         1.9000000000000000E+02        -2.2481633000005827E+03                1468                   58                -1986                  518
                 823               916168         4.9320000000000000E+04         1.9000000000000000E+02        -2.2483428500005825E+03                1468                   58                -1986                  518
                 824               917331         4.9380000000000000E+04         1.9000000000000000E+02        -2.2482299500005661E+03                1468                   58                -1986                  518
                 825               918519         4.9440000000000000E+04         1.9000000000000000E+02        -2.2482275500005790E+03                1468                   58                -1986                  518
                 826               919764         4.9500000000000000E+04         1.9000000000000000E+02        -2.2481410000005603E+03                1468                   58                -1986                  518
                 827               921035         4.9560000000000000E+04         1.9000000000000000E+02        -2.2472640500005714E+03                1467                   58                -1985                  518
                 828               922282         4.9620000000000000E+04         1.9000000000000000E+02        -2.2480419000005722E+03                1468                   58                -1986                  518
                 829               923513         4.9680000000000000E+04         1.9000000000000000E+02        -2.2480452500005754E+03                1468                   58                -1986                  518
                 830               924701         4.9740000000000000E+04         1.9000000000000000E+02        -2.2480909500005841E+03                1468                   58                -1986                  518
                 831               925901         4.9800000000000000E+04         1.9000000000000000E+02        -2.2484575000005943E+03                1468                   58                -1986                  518
                 832               927170         4.9860000000000000E+04         1.9000000000000000E+02        -2.2485198500005940E+03                1468                   58                -1986                  518
                 833               928388         4.9920000000000000E+04         1.9000000000000000E+02        -2.2486220500005879E+03                1468                   58                -1986                  518
                 834               929571         4.9980000000000000E+04         1.9000000000000000E+02        -2.2486637000005903E+03                1468                   58                -1986                  518
                 835               930792         5.0040000000000000E+04         1.9000000000000000E+02        -2.2472243000005824E+03                1467                   57                -1986                  519
                 836               932042         5.0100000000000000E+04         1.9000000000000000E+02        -2.2478436500005937E+03                1468                   57                -1987                  519
                 837               933313         5.0160000000000000E+04         1.9000000000000000E+02        -2.2483613500005863E+03                1468                   57                -1987                  519
                 838               934522         5.0220000000000000E+04         1.9000000000000000E+02        -2.2483424000005934E+03                1468                   57                -1987                  519
                 839               935746         5.0280000000000000E+04         1.9000000000000000E+02        -2.2483658000005903E+03                1468                   57                -1987                  519
                 840               936949         5.0340000000000000E+04         1.9000000000000000E+02        -2.2482261500005893E+03                1468                   57                -1987                  519
                 841               938223         5.0400000000000000E+04         1.9000000000000000E+02        -2.2479111000005787E+03                1468                   57                -1987                  519
                 842               939400         5.0460000000000000E+04         1.9000000000000000E+02        -2.2482796500005802E+03                1468                   57                -1987                  519
                 843               940480         5.0520000000000000E+04         1.9000000000000000E+02        -2.2482179500005750E+03                1468                   57                -1987                  519
                 844               941620         5.0580000000000000E+04         1.9000000000000000E+02        -2.2482920000005784E+03                1468                   57                -1987                  519
                 845               942795         5.0640000000000000E+04         1.9000000000000000E+02        -2.2483202000005849E+03                1468                   57                -1987                  519
                 846               943965         5.0700000000000000E+04         1.9000000000000000E+02        -2.2485232000005813E+03                1468                   57                -1987                  519
                 847               945061         5.0760000000000000E+04         1.9000000000000000E+02        -2.2485574500005823E+03                1468                   57                -1987                  519
                 848               946272         5.0820000000000000E+04         1.9000000000000000E+02        -2.2482811000005850E+03                1468                   57                -1987                  519
                 849               947498         5.0880000000000000E+04         1.9000000000000000E+02        -2.2484535500005795E+03                1468                   57                -1987                  519
                 850               948708         5.0940000000000000E+04         1.9000000000000000E+02        -2.2481469500005787E+03                1468                   57                -1987                  519
                 851               949918         5.1000000000000000E+04         1.9000000000000000E+02        -2.2484084500005847E+03                1468                   57                -1987                  519
                 852               951044         5.1060000000000000E+04         1.9000000000000000E+02        -2.2482964500005769E+03                1468                   57                -1987                  519
                 853               952204         5.1120000000000000E+04         1.9000000000000000E+02        -2.2473743000005816E+03                1467                   57                -1986                  519
                 854               953448         5.1180000000000000E+04         1.9000000000000000E+02        -2.2475646500005860E+03                1467                   57                -1986                  519
                 855               954625         5.1240000000000000E+04         1.9000000000000000E+02        -2.2477783500005776E+03                1467                   57                -1986                  519
                 856               955846         5.1300000000000000E+04         1.9000000000000000E+02        -2.2485531500005877E+03                1468                   57                -1987                  519
                 857               957028         5.1360000000000000E+04         1.9000000000000000E+02        -2.2485587500005881E+03                1468                   57                -1987                  519
                 858               958199         5.1420000000000000E+04         1.9000000000000000E+02        -2.2483551000005850E+03                1468                   57                -1987                  519
                 859               959405         5.1480000000000000E+04         1.9000000000000000E+02        -2.2484687000005893E+03                1468                   57                -1987                  519
                 860               960708         5.1540000000000000E+04         1.9000000000000000E+02        -2.2485281500005954E+03                1468                   57                -1987                  519
                 861               961863         5.1600000000000000E+04         1.9000000000000000E+02        -2.2483493000005878E+03                1468                   57                -1987                  519
                 862               963098         5.1660000000000000E+04         1.9000000000000000E+02        -2.2484965500005897E+03                1468                   57                -1987                  519
                 863               964271         5.1720000000000000E+04         1.9000000000000000E+02        -2.2491239500005909E+03                1469                   57                -1988                  519
                 864               965437         5.1780000000000000E+04         1.9000000000000000E+02        -2.2492801000005934E+03                1469                   57                -1988                  519
                 865               966612         5.1840000000000000E+04         1.9000000000000000E+02        -2.2492270000005865E+03                1469                   57                -1988                  519
                 866               967812         5.1900000000000000E+04         1.9000000000000000E+02        -2.2491968500005905E+03                1469                   57                -1988                  519
                 867               968977         5.1960000000000000E+04         1.9000000000000000E+02        -2.2493775500005913E+03                1469                   57                -1988                  519
                 868               970143         5.2020000000000000E+04         1.9000000000000000E+02        -2.2479202500005863E+03                1468                   56                -1988                  520
                 869               971281         5.2080000000000000E+04         1.9000000000000000E+02        -2.2491003500005950E+03                1469                   56                -1989                  520
                 870               972491         5.2140000000000000E+04         1.9000000000000000E+02        -2.2497794000006052E+03                1470                   56                -1990                  520
                 871               973657         5.2200000000000000E+04         1.9000000000000000E+02        -2.2491902000005985E+03                1469                   56                -1989                  520
                 872               974899         5.2260000000000000E+04         1.9000000000000000E+02        -2.2489696500005889E+03                1469                   56                -1989                  520
                 873               976134         5.2320000000000000E+04         1.9000000000000000E+02        -2.2490871500006010E+03                1469                   56                -1989                  520
                 874               977329         5.2380000000000000E+04         1.9000000000000000E+02        -2.2488640000005967E+03                1469                   56                -1989                  520
                 875               978463         5.2440000000000000E+04         1.9000000000000000E+02        -2.2498087000005980E+03                1470                   56                -1990                  520
                 876               979556         5.2500000000000000E+04         1.9000000000000000E+02        -2.2492262500005972E+03                1469                   56                -1989                  520
                 877               980827         5.2560000000000000E+04         1.9000000000000000E+02        -2.2493030500005962E+03                1469                   56                -1989                  520
                 878               982041         5.2620000000000000E+04         1.9000000000000000E+02        -2.2493066000005902E+03                1469                   56                -1989                  520
                 879               983261         5.2680000000000000E+04         1.9000000000000000E+02        -2.2492470500005984E+03                1469                   56                -1989                  520
                 880               984521         5.2740000000000000E+04         1.9000000000000000E+02        -2.2492300500005890E+03                1469                   56                -1989                  520
                 881               985746         5.2800000000000000E+04         1.9000000000000000E+02        -2.2493186500006004E+03                1469                   56                -1989                  520
                 882               986927         5.2860000000000000E+04         1.9000000000000000E+02        -2.2491923000005872E+03                1469                   56                -1989                  520
                 883               988201         5.2920000000000000E+04         1.9000000000000000E+02        -2.2478881000005858E+03                1468                   55                -1989                  521
                 884               989321         5.2980000000000000E+04         1.9000000000000000E+02        -2.2487672500005983E+03                1469                   55                -1990                  521
                 885               990460         5.3040000000000000E+04         1.9000000000000000E+02        -2.2491666500005954E+03                1469                   55                -1990                  521
                 886               991665         5.3100000000000000E+04         1.9000000000000000E+02        -2.2497831000005958E+03                1470                   55                -1991                  521
                 887               992796         5.3160000000000000E+04         1.9000000000000000E+02        -2.2489778000005895E+03                1469                   55                -1990                  521
                 888               993900         5.3220000000000000E+04         1.9000000000000000E+02        -2.2485088500005963E+03                1468                   55                -1989                  521
                 889               995113         5.3280000000000000E+04         1.9000000000000000E+02        -2.2492580000005910E+03                1469                   55                -1990                  521
                 890               996332         5.3340000000000000E+04         1.9000000000000000E+02        -2.2491987000005929E+03                1469                   55                -1990                  521
                 891               997439         5.3400000000000000E+04         1.9000000000000000E+02        -2.2490042000005956E+03                1469                   55                -1990                  521
                 892               998555         5.3460000000000000E+04         1.9000000000000000E+02        -2.2492598500005956E+03                1469                   55                -1990                  521
                 893               999763         5.3520000000000000E+04         1.9000000000000000E+02        -2.2483588000005948E+03                1468                   55                -1989                  521
                 894              1001029         5.3580000000000000E+04         1.9000000000000000E+02        -2.2483098000005848E+03                1468                   55                -1989                  521
                 895              1002246         5.3640000000000000E+04         1.9000000000000000E+02        -2.2491320000005890E+03                1469                   55                -1990                  521
                 896              1003379         5.3700000000000000E+04         1.9000000000000000E+02        -2.2491013000005964E+03                1469                   55                -1990                  521
                 897              1004609         5.3760000000000000E+04         1.9000000000000000E+02        -2.2491717000006042E+03                1469                   55                -1990                  521
                 898              1005858         5.3820000000000000E+04         1.9000000000000000E+02        -2.2492708000005996E+03                1469                   55                -1990                  521
                 899              1007047         5.3880000000000000E+04         1.9000000000000000E+02        -2.2492863000005941E+03                1469                   55                -1990                  521
                 900              1008157         5.3940000000000000E+04         1.9000000000000000E+02        -2.2482639500005921E+03                1468                   55                -1989                  521
                 901              1009371         5.4000000000000000E+04         1.9000000000000000E+02        -2.2482187500005894E+03                1468                   55                -1989                  521
                 902              1010623         5.4060000000000000E+04         1.9000000000000000E+02        -2.2484590000005996E+03                1468                   55                -1989                  521
                 903              1011948         5.4120000000000000E+04         1.9000000000000000E+02        -2.2467097500005971E+03                1466                   55                -1987                  521
                 904              1013242         5.4180000000000000E+04         1.9000000000000000E+02        -2.2466665500005893E+03                1466                   55                -1987                  521
                 905              1014426         5.4240000000000000E+04         1.9000000000000000E+02        -2.2467700000005912E+03                1466                   55                -1987                  521
                 906              1015510         5.4300000000000000E+04         1.9000000000000000E+02        -2.2459618500005868E+03                1465                   55                -1986                  521
                 907              1016737         5.4360000000000000E+04         1.9000000000000000E+02        -2.2467900500005926E+03                1466                   55                -1987                  521
                 908              1017959         5.4420000000000000E+04         1.9000000000000000E+02        -2.2457645500005915E+03                1465                   55                -1986                  521
                 909              1019139         5.4480000000000000E+04         1.9000000000000000E+02        -2.2461186500005892E+03                1465                   55                -1986                  521
                 910              1020314         5.4540000000000000E+04         1.9000000000000000E+02        -2.2460800500005939E+03                1465                   55                -1986                  521
                 911              1021419         5.4600000000000000E+04         1.9000000000000000E+02        -2.2463174000005934E+03                1465                   55                -1986                  521
                 912              1022593         5.4660000000000000E+04         1.9000000000000000E+02        -2.2462826500005963E+03                1465                   55                -1986                  521
                 913              1023730         5.4720000000000000E+04         1.9000000000000000E+02        -2.2453987500005942E+03                1464                   55                -1985                  521
                 914              1024923         5.4780000000000000E+04         1.9000000000000000E+02        -2.2454503500005817E+03                1464                   55                -1985                  521
                 915              1026083         5.4840000000000000E+04         1.9000000000000000E+02        -2.2460467000005951E+03                1465                   55                -1986                  521
                 916              1027184         5.4900000000000000E+04         1.9000000000000000E+02        -2.2461250500005999E+03                1465                   55                -1986                  521
                 917              1028361         5.4960000000000000E+04         1.9000000000000000E+02        -2.2462563000006003E+03                1465                   55                -1986                  521
                 918              1029508         5.5020000000000000E+04         1.9000000000000000E+02        -2.2470873000005918E+03                1466                   55                -1987                  521
                 919              1030718         5.5080000000000000E+04         1.9000000000000000E+02        -2.2470410500005769E+03                1466                   55                -1987                  521
                 920              1031923         5.5140000000000000E+04         1.9000000000000000E+02        -2.2480752500005869E+03                1467                   55                -1988                  521
                 921              1033056         5.5200000000000000E+04         1.9000000000000000E+02        -2.2478229000005890E+03                1467                   55                -1988                  521
                 922              1034192         5.5260000000000000E+04         1.9000000000000000E+02        -2.2478176000005778E+03                1467                   55                -1988                  521
                 923              1035271         5.5320000000000000E+04         1.9000000000000000E+02        -2.2477442500005932E+03                1467                   55                -1988                  521
                 924              1036502         5.5380000000000000E+04         1.9000000000000000E+02        -2.2486701500006052E+03                1468                   55                -1989                  521
                 925              1037740         5.5440000000000000E+04         1.9000000000000000E+02        -2.2487553500005970E+03                1468                   55                -1989                  521
                 926              1038998         5.5500000000000000E+04         1.9000000000000000E+02        -2.2488915000006095E+03                1468                   55                -1989                  521
                 927              1040098         5.5560000000000000E+04         1.9000000000000000E+02        -2.2487312500006037E+03                1468                   55                -1989                  521
                 928              1041273         5.5620000000000000E+04         1.9000000000000000E+02        -2.2486810000006058E+03                1468                   55                -1989                  521
                 929              1042520         5.5680000000000000E+04         1.9000000000000000E+02        -2.2489418500006086E+03                1468                   55                -1989                  521
                 930              1043700         5.5740000000000000E+04         1.9000000000000000E+02        -2.2488174500006176E+03                1468                   55                -1989                  521
                 931              1044916         5.5800000000000000E+04         1.9000000000000000E+02        -2.2496402500006043E+03                1469                   55                -1990                  521
                 932              1046068         5.5860000000000000E+04         1.9000000000000000E+02        -2.2496931500005912E+03                1469                   55                -1990                  521
                 933              1047264         5.5920000000000000E+04         1.9000000000000000E+02        -2.2498277000005983E+03                1469                   55                -1990                  521
                 934              1048396         5.5980000000000000E+04         1.9000000000000000E+02        -2.2484648500005951E+03                1468                   54                -1990                  522
                 935              1049576         5.6040000000000000E+04         1.9000000000000000E+02        -2.2496284000006003E+03                1469                   54                -1991                  522
                 936              1050727         5.6100000000000000E+04         1.9000000000000000E+02        -2.2505471500005920E+03                1470                   54                -1992                  522
                 937              1051999         5.6160000000000000E+04         1.9000000000000000E+02        -2.2512746000006005E+03                1471                   54                -1993                  522
                 938              1053164         5.6220000000000000E+04         1.9000000000000000E+02        -2.2505708000005984E+03                1470                   54                -1992                  522
                 939              1054341         5.6280000000000000E+04         1.9000000000000000E+02        -2.2497141500006041E+03                1469                   54                -1991                  522
                 940              1055571         5.6340000000000000E+04         1.9000000000000000E+02        -2.2501626500005959E+03                1470                   53                -1993                  523
                 941              1056784         5.6400000000000000E+04         1.9000000000000000E+02        -2.2501851500006073E+03                1470                   53                -1993                  523
                 942              1057904         5.6460000000000000E+04         1.9000000000000000E+02        -2.2509240500006017E+03                1471                   53                -1994                  523
                 943              1059168         5.6520000000000000E+04         1.9000000000000000E+02        -2.2513969000006000E+03                1471                   53                -1994                  523
                 944              1060312         5.6580000000000000E+04         1.9000000000000000E+02        -2.2510097000006085E+03                1471                   52                -1995                  524
                 945              1061632         5.6640000000000000E+04         1.9000000000000000E+02        -2.2511199000005913E+03                1471                   52                -1995                  524
                 946              1062831         5.6700000000000000E+04         1.9000000000000000E+02        -2.2514788000005915E+03                1471                   52                -1995                  524
                 947              1064017         5.6760000000000000E+04         1.9000000000000000E+02        -2.2517677000005892E+03                1471                   52                -1995                  524
                 948              1065188         5.6820000000000000E+04         1.9000000000000000E+02        -2.2518314000005912E+03                1471                   52                -1995                  524
                 949              1066425         5.6880000000000000E+04         1.9000000000000000E+02        -2.2519222500005881E+03                1471                   52                -1995                  524
                 950              1067616         5.6940000000000000E+04         1.9000000000000000E+02        -2.2529792500006079E+03                1472                   52                -1996                  524
                 951              1068697         5.7000000000000000E+04         1.9000000000000000E+02        -2.2526810500006040E+03                1472                   52                -1996                  524
                 952              1069948         5.7060000000000000E+04         1.9000000000000000E+02        -2.2528714500006063E+03                1472                   52                -1996                  524
                 953              1071071         5.7120000000000000E+04         1.9000000000000000E+02        -2.2527571500006052E+03                1472                   52                -1996                  524
                 954              1072241         5.7180000000000000E+04         1.9000000000000000E+02        -2.2526954500006022E+03                1472                   52                -1996                  524
                 955              1073471         5.7240000000000000E+04         1.9000000000000000E+02        -2.2528253000006080E+03                1472                   52                -1996                  524
                 956              1074624         5.7300000000000000E+04         1.9000000000000000E+02        -2.2537316000005958E+03                1473                   52                -1997                  524
                 957              1075715         5.7360000000000000E+04         1.9000000000000000E+02        -2.2524171000005936E+03                1472                   51                -1997                  525
                 958              1076936         5.7420000000000000E+04         1.9000000000000000E+02        -2.2528799500005971E+03                1472                   51                -1997                  525
                 959              1078134         5.7480000000000000E+04         1.9000000000000000E+02        -2.2528536500005939E+03                1472                   51                -1997                  525
                 960              1079326         5.7540000000000000E+04         1.9000000000000000E+02        -2.2529668500005973E+03                1472                   51                -1997                  525
                 961              1080515         5.7600000000000000E+04         1.9000000000000000E+02        -2.2528340500005966E+03                1472                   51                -1997                  525
